text,Airline,name,"retweet_count",sentiment,"tweet_location"
" Good morning!  Wondering why my pre-TSA check was not on my boarding pass this morning??",americanair,VanekSue,0,,
" Got an email about an itinerary change. but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?",americanair,larrylarry,0,,Toronto
" Got it worked out. Had to postpone my trip and pay extra though. :/ Not easy for a poor graduate student.",americanair,KottemannFYW,0,,"Lafayette. LA"
" Got my bags this morning! Thanks!",americanair,mosdefmikey,0,,"st paul. minnesota"
" Great - thank you.",americanair,joymfreeman,0,,"Austin. Texas"
" Great seats on this aircraft!",americanair,georgetietjen,0,,
" Great. thanks. Followed.",americanair,COVRTER,0,,"SF. CA"
" Great. then tell me how you will fix it?      media  filmcrew  photography  cameragear",americanair,CineDrones,0,,"Orlando. FL"
" Group Cancelled Flights close to a thousand  flights Monday http://t.co/v1RADYKEP2",americanair,fromtheleftseat,0,,"Phoenix AZ"
" HELP NEEDED !  complaint ticketed passenger with no available seats scheduled to leave Late Flightr today",americanair,helloheidib,0,,
" HELP U said ud chnge our retrn flght since we missed our connection Sat & now ur not pickng up the phone.Only hve 18 hrs left!",americanair,GabrielleRubyM,0,,"Washington. D.C"
" HELP! Attempting to Cancelled Flight a flight but can't get thru 800 number. Call gets dropped when saying Agent. flight is 2/24.",americanair,AyDiosMio,0,,
" Haha I had a boarding pass for 12B. was boarding the plane and the gate agent told me to go to 41G. I'm here now. No worries.",americanair,lmaxwell11,0,,"O.K.C."
" Hahaha.... ""Meanwhile in Russia....""",americanair,TheAdamRizz,0,,"Dallas. Texas"
" Hands down the worst airline to travel with. Really really fucking bad.",americanair,JuntyH,0,,
" Has AA Flight 296 from San Antonio to Dallas been Cancelled Flighted?",americanair,sbrandongage,0,,"Pueblo. CO"
" Have been trying to reach American Airlines since last evening to Cancelled Flight flights. WORST CUSTOMER SERVICE EVER! What now???",americanair,BloomBuzz,0,,"Amityville. NY"
" He thanks you. Anything you can do to help. Would any further information help in the process?",americanair,cubexg,0,,"New York"
" Heard back at 7:30 am today. was put on flight tomorrow AM. arriving home at 4 pm. Meaning I'd have to take a 2nd day off work.",americanair,avaflav13,0,,
" Hello ! I cannot register for my tomorrow flight from Paris to Las Vegas ""This feature is currently unavailable"" appears ?",americanair,"melaine_cre",0,,"Saint Maur des Fossés"
" Hello. question. How many balloons do you think it will take to life up one of your planes?",americanair,Potatopainter,0,,Earth
" Here is the photo :) http://t.co/VMqUURZUpW",americanair,IoanGil,0,,
" Here you go https://t.co/oM1vIEg74a",americanair,TimMoore,0,,"New York | Hong Kong"
" Hey AA - can you help with an itinerary for a plat custy?  Stuck in PVR and phones aren't working",americanair,guernicaguy,0,,
" Hey AA. a suggestion: Note on your seat maps what seats have electronics box blocking legroom. AA215 http://t.co/hcNN0wXQQr",americanair,fuzzygoats,0,,Tucson
" Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!",americanair,AJerbearAffair,2,,"DC/OKC"
" Hey so I'm very disappointed with my time traveling with you! I've had the worst experience and both times the flight delayed!",americanair,"claireh___",0,,
" Hey you Cancelled Flightled my flight. and I can't get someone on the phone to rebook (2 hour wait minimum). Can I get some service?",americanair,nickcunningham1,0,,"Washington D.C."
" Hey. AA! There was a mistake made by your CR on my Flight Booking Problems. When I call your reservations  . I keep getting hung up on. Advise.",americanair,ItsJustJill,2,,"Dallas. or sometimes Detroit"
" Hey. so... I think I left my wallet on you. Can I have it back. please?",americanair,julesecruz,0,,"West Covina. CA"
" Hey. what's happening with  AA65 Zurich - JFK? Appears to have squawked 7700 and landed at London Heathrow",americanair,RyanBarrell,0,,London
" Hi AA ! I placed an itin on hold to expire on 2/27.Just logged into my acct..its gone! Seat hasn't been released to inv. Help?",americanair,foschini3,0,,Houston
" Hi AA friends! My sis's flight AA362 DFW&gt:&gt:MKE was Cancelled Flighted due to weather. Any way you can help here? What are her options?",americanair,stephaniestran,0,,"San Francisco. California"
" Hi guys checking in US/AA 639 JFK PHX and renewed Admirals Club today.",americanair,georgetietjen,0,,
" Hi guys. can you tell me what the emergency is for  AA65 diverting to  Heathrow from Zurich-New York? Thanks. John.",americanair,"jono_1984",0,,"Hertfordshire & London"
" Hi guys.I have 2/25 RNO-DFW tomorrow.Plane coming from DFW with bad weather in AM.should I consider Fê-route as I have connect?",americanair,georgetietjen,0,,
" Hi ho. hi ho. It's off to work I go.  WeeklyCommuteOnAA http://t.co/JQHg4jTm4w",americanair,kudzugirl,0,,
" Hi. Get error msg when trying to check in on line. States: wrong pass . Tickets rcvd from AA due to training in DFW. U know Y?",americanair,"yesimsure_1",0,,
" Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees",americanair,KoolFatKat,0,,
" Hi. I have my name. email. and AAdvantage  . but website won't let me reset password. Can we troubleshoot together? Thanks!",americanair,twocrunch,0,,
" Hi. can you please ticket my award ticket? The status is ""On Request"" now. Thanks.",americanair,penyu1818,0,,
" Hi. did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!",americanair,stackach,0,,NYC
" Hmm. Looks like you looked at my tweet from last month. not this one. Was able to get U.K. agent to help me. thanks.",americanair,louiswoof,0,,"Tucson. Arizona"
" Hopefully you guys are willing to cover my lovely car rental and living charges...I love being here for two extra days..",americanair,SeguineJ,0,,"Russell. KS"
" Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!",americanair,byunsamuel,0,,"Sunnyside. NY"
" Horrible service . Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.",americanair,JamesDegelder,0,,"Greater Boston Area"
" How am I supposed to Cancelled Flight it if I can't do it online?  I don't want to lose all the funds on the ticket.  HELP!!! :(",americanair,pornobobbie,0,,"ÜT: 37.77581.-122.419796"
" How are you going to compensate all of whose days/plans have been ruined because of the AA3490 delay/pending Cancelled Flightlation?",americanair,dwjudson,0,,"Toronto. Ontario. Canada"
" How best to talk with an agent to reschedule Cancelled Flighted flight? No one answers at AA. Know it's busy. but need help.Thanks",americanair,seamswrite,0,,
" How can I get a flight change while in the air? Delays causing a missed connection again. There is 1 seat for Late Flightr",americanair,dgoot,0,,"Boston. MA"
" How clueless is AA. Been waiting to hear for 2.5 weeks about a refund from a Cancelled Flightled flight & been on hold now for 1hr 49min",americanair,ctj823,0,,
" How do I change my flight if the phone system keeps telling me that the representatives are busy?",americanair,jontgreen89,0,,"Waco. TX"
" How do I check? Reservation for Joe Watson and Kelsey Jennings. We were on hold for 2 hours. Waiting for call back now. ETA?",americanair,jwat1107,0,,tejas
" How do I place it on hold and complete payment? I don't see any way to do that from my reservations page.",americanair,UllCon,0,,"Michigan. US"
" How is hanging up on customers because of ""high volume"" customer service? Tried to resolve via DM-still waiting.So bad.  aafail",americanair,ttt312,0,,Sloop
" How is it possible that your call system can refuse callers for over twelve hours? What service options does that leave?",americanair,C2Next,0,,"St. Louis. Mo"
" Howdy. having trouble getting rebooked after flight Cancelled Flightled. Can't get thru via phone and Web erroring out. Can you help?",americanair,twizda,0,,
" Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife",americanair,bobd60067,0,,"suburban Chicago. IL"
" I Cancelled Flighted my flight. I really don’t need this much trouble.",americanair,jkordyback,0,,"North Saanich. BC"
" I Cancelled Flightled my ticket and is taking two months ++ to refund and still waiting!",americanair,vairamo,0,,
" I DM'd you",americanair,meg4miles,0,,"N to da Y to da C"
" I DM'd you. Anything you can do?",americanair,MackShultz,0,,Seattle
" I DMed you my AA & phone  s & you can't have someone call me? What was the point of your response? You didn't resolve anything!",americanair,sweetmel,0,,"Dallas. TX"
" I FOUND MY FOOTAGE!! :D I am so so happy.",americanair,FOHeming,0,,"Left hand seat in flightdeck"
" I Love American Airlines :D",americanair,Gamerguy212,0,,"New York City"
" I already landed! But. if you still care it was 1891. Thanks for the help though!. do you k ow what caused the failure?",americanair,quadbaconHD,0,,"Jacksonville Beach. Florida"
" I am dealing with the reFlight Booking Problems agent in the Miami airport now",americanair,AmieHCrawford,0,,"Boston. MA"
" I am going to keep these tweets coming till AA does something...which I know is nothing..hoping I go way...not likely.",americanair,rgsager,0,,
" I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...",americanair,BioMoneyTrees,0,,
" I am looking for help on USAirways award travel booked for wife and two boys. no seats assigned.",americanair,traveller5207,0,,Connecticut
" I am running out of battery you have my chargers.clothes.coat.contact lenses. need to be in mtg tom need help  pathetic service",americanair,LeslieWolfson,0,,"Miami Beach"
" I am still waiting for that call back. Stranded and no one to talk to",americanair,rpstranslations,0,,"Chicago. IL"
" I am traveling from AUH to IAD via etihad and then from IAD to DFW via AA. Will I be able to retrieve my checked bag in IAD?",americanair,uneek1908,0,,"The Great State of TEXAS"
" I am trying to add my tsa pre check number to my reservation online and don't see an option to do that..??  nosecuritylines",americanair,whyemes,0,,
" I am trying to change the time of a flight I already purchased and was told I have to pay a $400 change fee. Ridiculous.",americanair,amandakryska,0,,Chicago
" I am trying to switch my flight to AA 1359 I am currently on AA 2401 at 6:50am MONDAY morn then AA 2586! Help Me!!",americanair,kelseybiscoe,0,,
" I am. called Paris office this morning again. still waiting. It is in Miami but apparently tag was ""taken off""",americanair,Rom55Weber,0,,
" I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx",americanair,fromknecht,0,,"erie pa"
" I booked it on US Airways site. Don't see a Cancelled Flight link :(",americanair,kiasuchick,0,,"Los Angeles. CA"
" I bought a plane ticket 2 months ago and still haven't received my flight info and ticket in my email when it will come?",americanair,ollypop15,0,,
" I called reservation at 1 am and I'm still waiting for someone to call me back",americanair,AminahAMajeed,0,,"New York. NY"
" I called the EP line and 4 hours Late Flightr I was called back.  I sat on hold for over a hour to US Airways and then cut off",americanair,roblasvegas,0,,"Las Vegas"
" I can DM it to you. if you follow me",americanair,JonKohler,0,,"Denver. CO"
" I can hardly believe it! Bundle up and stay warm! 😉",americanair,towbinator,0,,"United States of America"
" I can't choose a seat online because I booked on  ???  SMH",americanair,nrosenb1,0,,
" I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?",americanair,csb2107,0,,
" I can't get an operator after an hour's worth of calls to Cancelled Flight a delayed flight. Automated system doesn't go beyond message.",americanair,ThatEricAlper,0,,Toronto
" I can't get through to a customer rep to help me out. This is the only option I have got.",americanair,MusseZam,0,,
" I can't keep dialing you guys all day. Can I get into the callback queue?",americanair,"galen_emery",0,,"Seattle. WA"
" I can't work with them if the call gets cut off while I'm still holding..... Is DFW looking any better tomorrow?",americanair,jokerunning,0,,"South Wales"
" I can't!!!  No one can't get to ""hold"".  You can't get past the automated reply.  It hangs up on you.   FRUSTRATED",americanair,BethMyn,0,,
" I cannot believe how long flight 759 PHI  is taking. I know it's US Airways but you own it. I would really like to get home.",americanair,thebrainlair,0,,Indiana
" I certainly hope my LA /PBI on 25 th has a NEW plane . The seats on Feb 11 th flight ( in reverse) God awful",americanair,gubelmom,0,,world
" I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.",americanair,GaryBrickhouse,0,,
" I did",americanair,FinEdChat,0,,"Cincinnati. Ohio"
" I did 50 times and no one was helpful I'm missing work nd school nd the manager REM from mia told me he didn't want to talk us",americanair,Davitossss,0,,
" I did set up notifications through AA & Us airways. still nothing",americanair,MeeestarCoke,0,,BK
" I did twice.got a letter back saying that your company ""doesn't issue refunds for phone bills"" help!phone will be shut off",americanair,blueswingpark,0,,"san francisco califorania"
" I did. 5 times. With 4 of those being hung up on. The other one it finally sent me to the call back notification.  FixYourStuff",americanair,SeguineJ,0,,"Russell. KS"
" I did. Should i expect a response in this fiscal year? This calendar year? Never?",americanair,otisday,0,,Pekin
" I didn't miss my flight.  American Airlines gave my ticket. as well as 6 other passengers tickets away. Not my fault.",americanair,MatthewJMedlin,0,,"Rossford. Ohio"
" I didn't want to Cancelled Flight. I wanted to take someone off and keep my price. Held at 402. at 10am today 440. now 530",americanair,redeyes313,0,,"Lake County. Illinois"
" I dmed",americanair,RiseChino,0,,
" I do not need an apology. I need you to fix it in a competent manner.",americanair,AlessandroDToro,0,,"Los Angeles"
" I don't believe it's acceptable to have a ticket   changed after check in time & not be notified. Apparently that's standard.",americanair,aepleiss,0,,
" I don't know who that may be. I was also working from home. Thanks for nothing.",americanair,BurkhalterTrvl,0,,"Southern Wisconsin"
" I don't like making a scene but this hasn't been addressed properly. Please have them do that.",americanair,schwartz2max,0,,"Brooklyn. NY"
" I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃",americanair,ThisIsKari,0,,"Dallas. TX"
" I don't want to waste any more of my time on your airline (you've already robbed 21 hours of my day) but I definitely will.",americanair,"Allieism_",0,,"Bay Area. CA"
" I ended up emailing my  Complaint to customer.relations.com. hope that works.  TravelProblems",americanair,FNMacDougall,0,,"Los Angeles. CA"
" I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA",americanair,lizmkim,0,,"Los Angeles"
" I even went to ticket counter and got no help",americanair,SilverStim,0,,
" I fail to see how telling a caller that a bag may take ""18 hours"" to get from JFK to Brooklyn is ""the best we can""",americanair,JigsawLounge,0,,SR2
" I filled out that whole form before receiving a poor poor response. Is there no direct email address in reply?",americanair,RLDelahunty,0,,London
" I fly American because of family but severe weather excuse so I can't call to make change. why have a computer if u cant modify",americanair,redeyes313,0,,"Lake County. Illinois"
" I fly weekly with you and haven't seen one",americanair,perelmuterm,0,,Miami
" I fortunately was not on that flight - just in the same waiting area / impressed w how he handled the stressful situation",americanair,jkhoey,0,,"New York. NY"
" I get & can appreciate that. I've just had so many problems in the last year flying with guys... Pretty aggravating.",americanair,Meswannjr,0,,"Plano. TX"
" I got rebooked on on us airways by you guys but the flight I got won't work. Any help would be appreciated.",americanair,OrryClayborne,0,,"Memphis. TN"
" I guess I was one of the select few that hadn't had many problems before this and all the sudden my whole trip got jacked",americanair,"JR_Fett",0,,
" I guess it is more BS AirportCardio given you cannot have an on time flight",americanair,jasemccarty,0,,"BTR/DCA/IAD/MSY - etc"
" I guess that is your way of saying thanks for sharing but I can't help you. Good Luck. Happy Birthday to me. Ugh",americanair,"JR_Fett",0,,
" I had a 6am flight I can get no rest because I have to wait another 2 hours to receive an automated phone call.  neveragain",americanair,tennesseejc,0,,"las vegas/nashville. TN"
" I had an advantage   and you deactivated it. I don't think you should deactivate a customers acct without their knowledge  help",americanair,amydresnick,0,,
" I had booked online but unable to Cancelled Flight online. But finally got thru.",americanair,AyDiosMio,0,,
" I had it until last night. but because ""severe weather"" I could make the needed changes and now fair goes up 150 each.",americanair,redeyes313,0,,"Lake County. Illinois"
" I had to pay extra $$ cos that flight was ""no longer available"" just because it wouldn't accept my US Card for a 1 way into NYC",americanair,"nic_tudobem",0,,"New York"
" I had to purchase a ticket that I never would have had to buy had the flight not been Cancelled Flightled. Terrible customer service.",americanair,avaflav13,0,,
" I have ""continued contacting"" your phone reps for 7 hours and am still unable to get through. That's absurd and I am livid.",americanair,sarrraright,0,,"Cathedral Heights"
" I have a Cancelled Flighted flight tomorrow morning and the 800 number did nothing! Please! I just want to go home!",americanair,HaileyUrban,0,,
" I have a couple questions for you. if you’re available for PM?",americanair,davidmacho,0,,"ÜT: 41.498967.2.186957"
" I have a ticket that has been pending for 4 days. Is it normal to take that long?? I want to make sure there isn't a problem.",americanair,fsugoldy,0,,"Ft. Lauderdale"
" I have almost 3 million miles w u so I am loyal to u.  When r u going to reciprocate?  What a joke",americanair,mjsorci,0,,
" I have an issue that requires a bit more than a tweet to explain. do y’all have an email?",americanair,chadkirchner,0,,"Tiffin. Ohio"
" I have been checking consistently. and called multiple times. As a loyal AA customer. I'm disappointed.",americanair,sammi2943,0,,
" I have been on hold 3 hours.  2 seconds of it with a rude agent.",americanair,"dave_dcollins",0,,
" I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped",americanair,HollyKinnamon,0,,"Washington. DC"
" I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.",americanair,MeereeneseKnot,0,,
" I have been trying to speak with an agent the whole day about my Cancelled Flightled flight. what I can do?",americanair,andresfreyesp,0,,
" I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!",americanair,"WishUpon_26",0,,KY
" I have emailed several times.hand wrote a letter.went to airport.called.please fix this! Or  please help!",americanair,blueswingpark,0,,"san francisco califorania"
" I have filed multiple complaints. I prefer to continue warning the public instead of wasting more time with this inhumane corp.",americanair,TinaHovsepian,0,,"North Hollywood"
" I have got a flight for",americanair,chagaga2013,0,,
" I have looked and I was told it was in Guatemala last night. No record of anywhere today. I need my clothing for work tomorrow.",americanair,GMFujarski,0,,
" I have never on all my trips on any airline ever nat'l or int'l ever experienced anything like this!",americanair,angiedrich,0,,"Santa Monica. CA"
" I have never seen such incompetency from a gate agent in years of business travel DFW B16 gate agent needs training or new job",americanair,wadekoehler,0,,"Bloomington. IL"
" I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut",americanair,LIGal19,0,,"ÜT: 40.881241.-73.107717"
" I have not. There's no option for even getting a call back!",americanair,JaJillian,0,,"New York. NY"
" I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.",americanair,ImprotaD,0,,
" I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care",americanair,chagaga2013,0,,"new york city"
" I have tried to talk to someone for almost 6 hrs! you Cancelled Flightled my flight and you won't pick up the phone. pathetic & very sad",americanair,JanssenMA,0,,
" I haven't been rebooked. I called and left my number for a callback but haven't heard anything and my flight is tomorrow. :(",americanair,KottemannFYW,0,,"Lafayette. LA"
" I hear  Delta is offering 2.500 miles to frequent flyers if their bags doesn't come out within 20 minutes of landing thoughts?",americanair,KenMiller5,0,,Chicago
" I hope you like the photo :) http://t.co/p7fSLuxEGW",americanair,IoanGil,0,,
" I just DMed you",americanair,EAFiedler,0,,Philly
" I just checked the app and it said my flight had been moved back a day? No explanations why. No answer on the 800 number.",americanair,Jakews82,0,,Omaha
" I just sent a DM",americanair,elisakathleen,0,,"Boston. MA"
" I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏",americanair,WhatSarahSayzz,0,,
" I know you are getting pummeled tonight  we were one of the lucky out of  just one more ",americanair,joeyquart,0,,"Buda Texas"
" I know you can't control weather but you can control how you treat customers.. shafted",americanair,kathyjazztx,0,,
" I know your policy. Just asking for a little kindness due to extenuating circumstances.",americanair,AnnaIntheCity,0,,"Northern Virginia"
" I know.  After an hour I got a live person.  It messes up our arrival and car plans at two airports and is costing us more.",americanair,jenrpblcn,0,,"Seattle. WA"
" I know. Just a little cold weather humor. :)",americanair,ItsMeLockett,0,,USA
" I left something on my flight from ORD to SFO earlier today and believe it's on the plane back at ORD now. Please help.",americanair,jbs94123,0,,
" I let a crew member know every time this happens.  Which is most of the time.",americanair,"Flora_Lola_NYC",0,,
" I like the call back system. But thought you'd like to know it's not working well. I received three calls but there's no audio.",americanair,paulboomer,0,,"Columbia. MO"
" I look forward to hearing back and hope that my next trip will not be like this",americanair,emrey35,0,,"College Station"
" I lost my (basket) ballbag on your plane",americanair,caprisuncerys,0,,"Middle earth"
" I love the Admiral Clubs! Thanks. hey can you follow me?",americanair,"The_Playmaker20",0,,
" I love the service and cheap upgrades American Provides! One of the best airlines ever! good food. good seats. amazing thanks!",americanair,"The_Playmaker20",0,,
" I love travel with yours planes. all people is very nice. it's amazing! Can you please follow me back? 😋I love the company!",americanair,polpastor21,0,,
" I love very much your planes. can you please follow me back? It's an amazing bussines!",americanair,polpastor21,0,,
" I love your company and your staff is amazing. They just made an uncomfortable situation comfortable",americanair,howiemandel,3,,
" I loved todays fight. But there was a bad draft on the airplane please add more air to air thanksm",americanair,zZzTeHzZz,0,,
" I made my flight but then still had no update emails when I landed. no info ever sent on that or second flight. Losing my biz.",americanair,TheJoshAbides,0,,"New York City"
" I meant can you use the 50k bonus sign up mileage for Alaska flights or only American?",americanair,dkar84,0,,"Renton. WA"
" I might look into that. My wife travels much more than I do. Could we both use the membership?",americanair,dcathomedad,0,,"DC to STL"
" I need HELP!  I'm trying to Cancelled Flight a flight before it takes off but I can't get a hold of ANYONE because all lines are busy.",americanair,pornobobbie,0,,"ÜT: 37.77581.-122.419796"
" I need a flight out tonight. Isn't there anything else?",americanair,SusieBarre,0,,
" I need an answer why we can't get into Wichita Falls.",americanair,ELLLORRAC,0,,
" I need assistance reFlight Booking Problems a flight from dfw to lit",americanair,"theresa_harrell",0,,
" I need help Cancelled Flighting an upcoming flight made with AAdvantage miles. Record locator HFJKTO. Can someone please assist?",americanair,iSmellNothing,0,,Boston
" I need help with a reservation purchased on  but operated on . can't get through on the 800 ",usairways,drivers98,0,,"'Greatness has no limits'"
" I need refund.",americanair,fantacychristin,0,,
" I need some help. My record locator is bringing up TWO different flights in your system. One op by AA & one from US Airways.",americanair,MarkMan23,0,,"San Diego. CA"
" I need to be at work tomorrow at 8am. therefore that doesn't help.  Direct message faster than calling 800 number?  Backwards",americanair,GregPoos,0,,
" I need to be back home tomorrow and no one is helping me. Please help me rebook for a flight tomorrow!",americanair,sindhurella67,0,,
" I need to be back in Cleveland as early as possible tomorrow",americanair,sindhurella67,0,,
" I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?",americanair,jessicaclaire,0,,California
" I need to complain to AA. but the email form field doesn't allow enough characters for my complaint. Have a real email address?",americanair,FNMacDougall,0,,"Los Angeles. CA"
" I need to get from Albuquerque. NM. USA. to Cebu. Philippines. I'm providing educational help for 800 kids. Can you help me?",americanair,ScottBerry18,0,,"Albuquerque. New Mexico"
" I need to go to YYZ tmr morning 8am. I switched to United already. but my bag is still off in AA la-la land.",americanair,JonKohler,0,,"Denver. CO"
" I need to know what to do? My flight has been Cancelled Flightled and I can't speak to anyone. Help!",americanair,HHredd,0,,"Midlothian. TX"
" I need to order a special meal and I can't reach AA. Been on hold for over 2 hours",americanair,MarkPerlowitz,0,,
" I need to rebook and I cannot get an agent. Can you help?",americanair,MikeBarr63,0,,"Allen. TX"
" I need to speak to a REAL PERSON. My flight was Cancelled Flightled with no explanation. and I've been on hold for more than 3 hours.",americanair,RachelMader2,0,,
" I paid extra $ for my seat & the monitor didn't work from on AA111. How about a refund on the seat? Conf  : MDBEEI. McMullen",americanair,JoeMcMullenJr,0,,MA
" I paid seat upgrade b4 the severe weather.  Got booked on another flight but did not get upgrade. Was calling to inquire. HELP!",americanair,ipodipoor,0,,
" I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about.",americanair,UllCon,0,,"Michigan. US"
" I picked the nonstop flight bc I had things to get to. Should’ve taken diff route or airline I suppose!",americanair,mwecker,0,,"Washington. DC"
" I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?",americanair,coquichick,0,,"Puerto Rico"
" I put a call back in at 1AM and still nothing at 8AM. You think you might get back to me?",americanair,dashoflovely,0,,"Northwest Arkansas"
" I really can't there though to an agent. and I am worried about my reservation. Can you help me out!",americanair,MusseZam,0,,
" I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin",americanair,cataattack,0,,"Buenos Aires. Argentina"
" I really want to get home. Tonight. preferably. Please stop delaying my plane 😢😕😦  AmericanAirlines",americanair,andreach1,0,,ATX
" I really wanted to sign up for your airline credit card but your absurd $400 change fee to switch my flight made me think twice",americanair,amandakryska,0,,Chicago
" I remained on hold for 2 hrs to resolve my flight schedule & your system hung up on me.  unhappycustomer",americanair,"Precious_Here",0,,Indianapolis
" I responded. Your info different than your customer service line",americanair,tennesseejc,0,,"las vegas/nashville. TN"
" I saw it finally come through on the mobile app. However it's for tomorrow and I have meetings tonight that I'm trying to make.",americanair,RMauldin,0,,Texas
" I sent you a DM. can you please help.",americanair,Bossman1908,0,,Liverpool
" I shared my experience several times (AA Ref 1-2990176298). but AA's response is senseless. weather was not the cause!!!",americanair,"Fede_123",0,,
" I slept in the miami airport due to mechanical issues and was given 10.000 bonus miles to try and make it right.  slapintheface",americanair,TheTPVshow,0,,MN
" I spent $600 on my flight. Could have gone on  for $382 but their mileage program sucks.",americanair,Aero0729,0,,
" I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?",americanair,agoldenbrown,0,,NYCATL
" I still can't get through to change my flight. This is really important plz help!",americanair,DCrunner926,0,,"Washington DC"
" I sure hope you all can fix . Good luck. their service sucks.  nexttimeiwillflysouthwest",usairways,TheOnlyJasonS,1,,
" I think 2 weeks of waiting is more than enough time for you to contact me.  This is why you lose customers",americanair,lwestrada,0,,
" I thought all those planes were retired?  MD80",americanair,pokecrastinator,0,,"United States"
" I took the day off from work and drove 9 hours round trip to rescue my daughter and 3 other students from LaGuardia. Thanks!",americanair,egk7,0,,
" I tried already and I am on the waiting list for a call back  2hourwaitsucks",americanair,phesic86,0,,
" I tried several times to select seats. The only ones ever available would've cost me $30 extra per seat.",americanair,squishtine,0,,
" I tried site & doesnt allow me. Same reason why I wasn't allowed to board this morning. Will try diff airline for work trips",americanair,ariefriedheim,0,,"New York. NY"
" I tried that & they have been disrespectful not professional & my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP",americanair,MO3TVida,0,,
" I tried that. They won't book us with another airline. I wish I had flown with you! We are now stuck in FL til Weds.",americanair,"la_anne",0,,Global
" I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv  with this svc...",americanair,barbararwill,0,,"Mexico City"
" I tried to check in. but they redirect me to call in to . which I also can't get into contact with",usairways,sindhurella67,0,,
" I tried when I landed. but there was no-one there.  I've emailed your customer service twice now who don't seem to care.",americanair,Polarbert,0,,
" I tried. EXTREMELY RUDE. Even the supervisor. And when I asked to speak to HIS supervisor I was told no",americanair,KyleFerrel,0,,Nevada
" I understand a bit of a wait. but I called at 6:23 pm and didn't get a call back until just after 11:00 pm. that's not cool",americanair,chermc56,0,,"ÜT: 42.63352.-83.624194"
" I understand flight Cancelled Flightation but not being able to get through to change that flight for 6 hrs is not acceptable.",americanair,Apas717,1,,"Jacksonville Florida"
" I understand that but I'm hoping I can rectify this in advance. I would call but I am in AUH. I just need my one checked bag.",americanair,uneek1908,0,,"The Great State of TEXAS"
" I understand that. But 14 hours Late Flightr. I still haven't heard a word! How can you plan your week with no zero information!",americanair,RachelMader2,0,,
" I understand that. but I'm not even being put on hold - it says ""try again Late Flightr. goodbye"".",americanair,larrylarry,0,,Toronto
" I understand the need to drain the lavatory fearing freezing but why no policy on checking that before boarding? smh come on...",americanair,"JR_Fett",0,,
" I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous",americanair,"Jess_JCW",0,,London
" I understand the weather issues. I don't understand how I was not notified of the Cancelled Flightlation. and had to realize it so Late Flight.",americanair,ImanHabibi,0,,"Vancouver - Ann Arbor"
" I understand they're busy & doing their best. My frustration is an automated call changing my flight w/o allowing me to talk",americanair,hamms6,0,,PNW
" I understand weather is not your fault but ur cs reps are atrocious. I am NOT happy nor will I EVR fly w/ u again.",americanair,jadedhippie09,0,,
" I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all",americanair,urduckcommander,0,,
" I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.",americanair,susqhb,0,,"Dallas via NYC via the OC"
" I understand. I'm feeling cranky. I called AA's bag tracker number and heard ""your bag has not been located."" 😩",americanair,KerithBurke,0,,"SNY in NYC."
" I used the ""call back"" feature with an operator regarding my flight. got a call 2 hours Late Flightr and got hung up on.  pleasehelp",americanair,kiabeveridge,0,,Chicago
